<Date>, <Time>, <Open>, <High>, <Low>, <Close>, <Volume>
2017/5/22,09:23:00,97.130,97.145,97.130,97.140,52
2017/5/22,09:24:00,97.140,97.150,97.135,97.145,33
2017/5/22,09:25:00,97.140,97.140,97.120,97.125,45
2017/5/22,09:26:00,97.130,97.135,97.115,97.120,84
2017/5/22,09:27:00,97.115,97.120,97.115,97.115,15
2017/5/22,09:28:00,97.115,97.135,97.115,97.130,73
2017/5/22,09:29:00,97.130,97.140,97.125,97.130,52
2017/5/22,09:30:00,97.125,97.140,97.120,97.140,50
2017/5/22,09:31:00,97.140,97.145,97.135,97.140,47
2017/5/22,09:32:00,97.140,97.145,97.140,97.145,17
2017/5/22,09:33:00,97.145,97.155,97.140,97.145,37
2017/5/22,09:34:00,97.145,97.160,97.145,97.150,45
2017/5/22,09:35:00,97.155,97.170,97.155,97.170,104
2017/5/22,09:36:00,97.165,97.170,97.150,97.150,51
2017/5/22,09:37:00,97.145,97.145,97.140,97.145,32
2017/5/22,09:38:00,97.150,97.155,97.145,97.145,35
2017/5/22,09:39:00,97.145,97.155,97.145,97.155,22
2017/5/22,09:40:00,97.155,97.170,97.155,97.160,48
2017/5/22,09:41:00,97.160,97.160,97.155,97.155,10
2017/5/22,09:42:00,97.165,97.165,97.155,97.155,30
2017/5/22,09:43:00,97.155,97.160,97.150,97.160,28
2017/5/22,09:44:00,97.165,97.165,97.135,97.140,56
2017/5/22,09:45:00,97.135,97.135,97.105,97.110,92
2017/5/22,09:46:00,97.110,97.130,97.105,97.120,100
2017/5/22,09:47:00,97.120,97.125,97.110,97.125,31
2017/5/22,09:48:00,97.120,97.125,97.115,97.125,59
2017/5/22,09:49:00,97.125,97.135,97.125,97.135,76
2017/5/22,09:50:00,97.135,97.140,97.135,97.140,15
2017/5/22,09:51:00,97.145,97.145,97.140,97.145,20
2017/5/22,09:52:00,97.145,97.145,97.140,97.140,5
2017/5/22,09:53:00,97.135,97.145,97.135,97.145,14
2017/5/22,09:54:00,97.140,97.140,97.130,97.130,11
2017/5/22,09:55:00,97.125,97.140,97.125,97.140,15
2017/5/22,09:56:00,97.135,97.135,97.130,97.130,41
2017/5/22,09:57:00,97.125,97.135,97.125,97.125,83
2017/5/22,09:58:00,97.130,97.135,97.125,97.125,14
2017/5/22,09:59:00,97.125,97.125,97.110,97.115,33
2017/5/22,10:00:00,97.120,97.130,97.120,97.130,22
2017/5/22,10:01:00,97.125,97.135,97.125,97.130,56
2017/5/22,10:02:00,97.130,97.130,97.120,97.120,14
2017/5/22,10:03:00,97.120,97.125,97.115,97.125,46
2017/5/22,10:04:00,97.125,97.140,97.125,97.130,90
2017/5/22,10:05:00,97.130,97.135,97.125,97.135,60
2017/5/22,10:06:00,97.140,97.140,97.130,97.135,66
2017/5/22,10:07:00,97.130,97.140,97.130,97.135,30
2017/5/22,10:08:00,97.135,97.165,97.130,97.160,65
2017/5/22,10:09:00,97.160,97.165,97.150,97.150,34
2017/5/22,10:10:00,97.155,97.155,97.150,97.155,10
2017/5/22,10:11:00,97.150,97.150,97.140,97.140,23
2017/5/22,10:12:00,97.145,97.150,97.145,97.150,13
2017/5/22,10:13:00,97.150,97.150,97.145,97.150,9
2017/5/22,10:15:00,97.145,97.145,97.130,97.140,45
2017/5/22,10:16:00,97.135,97.140,97.120,97.125,29
2017/5/22,10:17:00,97.125,97.125,97.120,97.120,15
2017/5/22,10:18:00,97.120,97.120,97.115,97.120,24
2017/5/22,10:19:00,97.120,97.130,97.120,97.130,41
2017/5/22,10:20:00,97.120,97.120,97.115,97.115,19
2017/5/22,10:21:00,97.120,97.125,97.115,97.125,40
2017/5/22,10:22:00,97.125,97.125,97.125,97.125,10
2017/5/22,10:23:00,97.120,97.130,97.120,97.130,18
2017/5/22,10:24:00,97.130,97.130,97.120,97.125,16
2017/5/22,10:25:00,97.120,97.120,97.120,97.120,4
2017/5/22,10:26:00,97.115,97.120,97.115,97.120,14
2017/5/22,10:27:00,97.120,97.120,97.110,97.110,24
2017/5/22,10:28:00,97.110,97.110,97.110,97.110,18
2017/5/22,10:29:00,97.110,97.110,97.100,97.105,53
2017/5/22,10:30:00,97.090,97.095,97.085,97.090,163
2017/5/22,10:31:00,97.090,97.090,97.080,97.085,94
2017/5/22,10:32:00,97.085,97.110,97.085,97.095,98
2017/5/22,10:33:00,97.100,97.100,97.090,97.095,31
2017/5/22,10:34:00,97.095,97.100,97.090,97.090,8
2017/5/22,10:35:00,97.095,97.105,97.095,97.100,26
2017/5/22,10:36:00,97.105,97.105,97.105,97.105,6
2017/5/22,10:37:00,97.100,97.100,97.095,97.095,20
2017/5/22,10:38:00,97.090,97.090,97.090,97.090,11
2017/5/22,10:39:00,97.090,97.090,97.090,97.090,20
2017/5/22,10:40:00,97.090,97.100,97.090,97.090,58
2017/5/22,10:41:00,97.080,97.085,97.080,97.080,24
2017/5/22,10:42:00,97.085,97.085,97.075,97.085,100
2017/5/22,10:43:00,97.085,97.085,97.080,97.080,25
2017/5/22,10:44:00,97.080,97.080,97.075,97.075,8
2017/5/22,10:45:00,97.080,97.080,97.080,97.080,16
2017/5/22,10:46:00,97.080,97.110,97.080,97.105,103
2017/5/22,10:47:00,97.100,97.105,97.090,97.095,15
2017/5/22,10:48:00,97.095,97.100,97.095,97.100,6
2017/5/22,10:49:00,97.095,97.095,97.090,97.095,21
2017/5/22,10:50:00,97.090,97.100,97.090,97.095,16
2017/5/22,10:51:00,97.100,97.100,97.090,97.090,29
2017/5/22,10:52:00,97.080,97.080,97.065,97.080,111
2017/5/22,10:53:00,97.080,97.095,97.080,97.085,16
2017/5/22,10:54:00,97.085,97.115,97.080,97.100,77
2017/5/22,10:55:00,97.100,97.100,97.075,97.075,28
2017/5/22,10:56:00,97.080,97.085,97.075,97.085,18
2017/5/22,10:57:00,97.085,97.090,97.075,97.080,32
2017/5/22,10:58:00,97.075,97.075,97.060,97.065,39
2017/5/22,10:59:00,97.060,97.070,97.060,97.070,27
2017/5/22,11:00:00,97.070,97.070,97.050,97.050,146
2017/5/22,11:01:00,97.045,97.055,97.030,97.050,108
2017/5/22,11:02:00,97.055,97.055,97.045,97.050,28
2017/5/22,11:03:00,97.050,97.050,97.040,97.040,58
2017/5/22,11:04:00,97.045,97.045,97.030,97.030,60
2017/5/22,11:05:00,97.035,97.035,97.025,97.025,59
2017/5/22,11:06:00,97.020,97.030,97.015,97.025,77
2017/5/22,11:07:00,97.025,97.025,97.020,97.020,36
2017/5/22,11:08:00,97.020,97.025,97.015,97.015,20
2017/5/22,11:09:00,97.020,97.030,97.020,97.030,33
2017/5/22,11:10:00,97.030,97.035,97.020,97.030,40
2017/5/22,11:11:00,97.025,97.025,97.010,97.015,68
2017/5/22,11:12:00,97.020,97.030,97.020,97.030,34
2017/5/22,11:13:00,97.025,97.030,97.025,97.030,16
2017/5/22,11:14:00,97.030,97.030,97.015,97.015,29
2017/5/22,11:15:00,97.015,97.015,97.010,97.010,31
2017/5/22,11:16:00,97.010,97.020,97.005,97.020,91
2017/5/22,11:17:00,97.015,97.020,97.015,97.015,47
2017/5/22,11:18:00,97.010,97.045,97.010,97.035,81
2017/5/22,11:19:00,97.045,97.045,97.035,97.035,54
2017/5/22,11:20:00,97.030,97.040,97.030,97.040,61
2017/5/22,11:21:00,97.040,97.040,97.035,97.035,22
2017/5/22,11:22:00,97.035,97.040,97.035,97.035,23
2017/5/22,11:23:00,97.040,97.045,97.040,97.045,36
2017/5/22,11:24:00,97.040,97.040,97.040,97.040,45
2017/5/22,11:25:00,97.040,97.045,97.035,97.045,21
2017/5/22,11:26:00,97.040,97.045,97.035,97.040,44
2017/5/22,11:27:00,97.040,97.040,97.035,97.035,14
2017/5/22,11:28:00,97.030,97.030,97.020,97.025,19
2017/5/22,11:29:00,97.025,97.025,97.015,97.015,19
2017/5/22,11:30:00,97.020,97.030,97.005,97.015,56
2017/5/22,13:01:00,97.000,97.035,97.000,97.035,55
2017/5/22,13:02:00,97.035,97.035,97.025,97.030,7
2017/5/22,13:03:00,97.030,97.035,97.030,97.030,12
2017/5/22,13:04:00,97.035,97.035,97.025,97.035,27
2017/5/22,13:05:00,97.030,97.035,97.010,97.020,45
2017/5/22,13:06:00,97.020,97.025,97.000,97.015,34
2017/5/22,13:07:00,97.015,97.020,97.000,97.015,34
2017/5/22,13:08:00,97.015,97.015,97.000,97.015,18
2017/5/22,13:09:00,97.010,97.015,97.005,97.010,22
2017/5/22,13:10:00,96.995,97.010,96.995,97.010,37
2017/5/22,13:11:00,97.010,97.010,97.000,97.000,19
2017/5/22,13:12:00,96.995,97.000,96.985,96.985,65
2017/5/22,13:13:00,96.980,96.995,96.980,96.985,55
2017/5/22,13:14:00,96.990,96.990,96.985,96.985,24
2017/5/22,13:15:00,96.985,96.990,96.975,96.975,63
2017/5/22,13:16:00,96.975,96.985,96.960,96.960,85
2017/5/22,13:17:00,96.965,96.975,96.960,96.970,88
2017/5/22,13:18:00,96.970,96.975,96.970,96.975,19
2017/5/22,13:19:00,96.970,96.980,96.970,96.980,24
2017/5/22,13:20:00,96.985,96.990,96.980,96.980,27
2017/5/22,13:21:00,96.985,96.985,96.970,96.975,37
2017/5/22,13:22:00,96.970,96.975,96.965,96.965,20
2017/5/22,13:23:00,96.960,96.965,96.950,96.955,44
2017/5/22,13:24:00,96.950,96.950,96.940,96.945,49
2017/5/22,13:25:00,96.945,96.960,96.940,96.960,62
2017/5/22,13:26:00,96.955,96.965,96.950,96.950,31
2017/5/22,13:27:00,96.950,96.960,96.950,96.955,40
2017/5/22,13:28:00,96.950,96.955,96.945,96.955,21
2017/5/22,13:29:00,96.960,96.960,96.950,96.955,31
2017/5/22,13:30:00,96.955,96.960,96.950,96.955,21
2017/5/22,13:31:00,96.950,96.960,96.950,96.960,56
2017/5/22,13:32:00,96.955,96.955,96.935,96.940,66
2017/5/22,13:33:00,96.940,96.945,96.935,96.940,52
2017/5/22,13:34:00,96.935,96.935,96.925,96.935,52
2017/5/22,13:35:00,96.935,96.945,96.930,96.940,26
2017/5/22,13:36:00,96.940,96.940,96.915,96.925,31
2017/5/22,13:37:00,96.925,96.940,96.915,96.930,53
2017/5/22,13:38:00,96.930,96.930,96.925,96.930,34
2017/5/22,13:39:00,96.935,96.945,96.930,96.940,76
2017/5/22,13:40:00,96.940,96.965,96.940,96.960,70
2017/5/22,13:41:00,96.960,96.970,96.955,96.965,78
2017/5/22,13:42:00,96.965,96.975,96.955,96.965,76
2017/5/22,13:43:00,96.965,96.970,96.965,96.965,21
2017/5/22,13:44:00,96.965,96.980,96.965,96.970,70
2017/5/22,13:45:00,96.965,96.965,96.955,96.960,26
2017/5/22,13:46:00,96.960,96.960,96.945,96.950,52
2017/5/22,13:47:00,96.955,96.960,96.920,96.960,143
2017/5/22,13:48:00,96.965,96.965,96.955,96.960,44
2017/5/22,13:49:00,96.960,96.965,96.955,96.965,31
2017/5/22,13:50:00,96.965,96.965,96.950,96.955,25
2017/5/22,13:51:00,96.960,96.960,96.955,96.960,20
2017/5/22,13:52:00,96.960,96.965,96.950,96.960,19
2017/5/22,13:53:00,96.955,96.960,96.955,96.955,17
2017/5/22,13:54:00,96.950,96.960,96.950,96.960,24
2017/5/22,13:55:00,96.955,96.955,96.945,96.950,18
2017/5/22,13:56:00,96.945,96.945,96.930,96.930,81
2017/5/22,13:57:00,96.935,96.935,96.935,96.935,26
2017/5/22,13:58:00,96.935,96.935,96.925,96.925,42
2017/5/22,13:59:00,96.925,96.930,96.915,96.915,46
2017/5/22,14:00:00,96.915,96.925,96.915,96.925,56
2017/5/22,14:01:00,96.930,96.940,96.920,96.935,41
2017/5/22,14:02:00,96.930,96.945,96.930,96.940,38
2017/5/22,14:03:00,96.945,96.945,96.945,96.945,24
2017/5/22,14:04:00,96.950,96.955,96.945,96.950,50
2017/5/22,14:05:00,96.955,96.955,96.950,96.950,41
2017/5/22,14:06:00,96.950,96.950,96.950,96.950,7
2017/5/22,14:07:00,96.950,96.960,96.950,96.960,12
2017/5/22,14:08:00,96.950,96.950,96.940,96.945,29
2017/5/22,14:09:00,96.950,96.955,96.950,96.955,32
2017/5/22,14:10:00,96.960,96.960,96.945,96.945,107
2017/5/22,14:11:00,96.940,96.950,96.940,96.945,44
2017/5/22,14:12:00,96.945,96.955,96.945,96.950,37
2017/5/22,14:13:00,96.950,96.950,96.930,96.930,54
2017/5/22,14:14:00,96.930,96.945,96.925,96.930,58
2017/5/22,14:15:00,96.925,96.925,96.920,96.925,42
2017/5/22,14:16:00,96.925,96.925,96.900,96.900,129
2017/5/22,14:17:00,96.895,96.925,96.885,96.920,133
2017/5/22,14:18:00,96.925,96.925,96.910,96.920,35
2017/5/22,14:19:00,96.920,96.920,96.905,96.905,55
2017/5/22,14:20:00,96.910,96.925,96.900,96.925,94
2017/5/22,14:21:00,96.925,96.930,96.920,96.925,41
2017/5/22,14:22:00,96.930,96.935,96.925,96.930,32
2017/5/22,14:23:00,96.935,96.950,96.935,96.945,28
2017/5/22,14:24:00,96.940,96.945,96.935,96.940,27
2017/5/22,14:25:00,96.940,96.940,96.935,96.935,24
2017/5/22,14:26:00,96.940,96.945,96.940,96.945,9
2017/5/22,14:27:00,96.945,96.965,96.945,96.965,38
2017/5/22,14:28:00,96.965,96.980,96.960,96.960,43
2017/5/22,14:29:00,96.960,96.960,96.955,96.955,12
2017/5/22,14:30:00,96.950,96.955,96.945,96.955,22
2017/5/22,14:31:00,96.945,96.955,96.945,96.955,37
2017/5/22,14:32:00,96.955,96.955,96.945,96.950,41
2017/5/22,14:33:00,96.950,96.955,96.950,96.950,46
2017/5/22,14:34:00,96.955,96.965,96.950,96.960,55
2017/5/22,14:35:00,96.960,96.975,96.960,96.965,52
2017/5/22,14:36:00,96.965,96.985,96.960,96.985,121
2017/5/22,14:37:00,96.980,97.005,96.980,97.005,116
2017/5/22,14:38:00,97.010,97.025,97.010,97.015,132
2017/5/22,14:39:00,97.010,97.020,96.990,96.995,53
2017/5/22,14:40:00,96.990,97.000,96.985,97.000,40
2017/5/22,14:41:00,96.995,96.995,96.980,96.980,16
2017/5/22,14:42:00,96.980,96.990,96.960,96.970,23
2017/5/22,14:43:00,96.975,96.990,96.975,96.975,18
2017/5/22,14:44:00,96.975,96.975,96.970,96.975,12
2017/5/22,14:45:00,96.975,96.980,96.945,96.945,122
2017/5/22,14:46:00,96.945,96.945,96.935,96.935,70
2017/5/22,14:47:00,96.940,96.940,96.920,96.920,85
2017/5/22,14:48:00,96.920,96.945,96.920,96.940,40
2017/5/22,14:49:00,96.940,96.945,96.935,96.935,18
2017/5/22,14:50:00,96.935,96.940,96.935,96.940,13
2017/5/22,14:51:00,96.940,96.940,96.935,96.935,19
2017/5/22,14:52:00,96.930,96.935,96.930,96.930,11
2017/5/22,14:53:00,96.930,96.935,96.915,96.920,19
2017/5/22,14:54:00,96.915,96.920,96.900,96.905,59
2017/5/22,14:55:00,96.900,96.915,96.900,96.915,40
2017/5/22,14:56:00,96.915,96.915,96.905,96.910,27
2017/5/22,14:57:00,96.910,96.920,96.910,96.920,24
2017/5/22,14:58:00,96.920,96.935,96.920,96.935,43
2017/5/22,14:59:00,96.935,96.935,96.920,96.920,20
2017/5/22,15:00:00,96.925,96.935,96.925,96.930,32
2017/5/22,15:01:00,96.930,96.945,96.930,96.945,15
2017/5/22,15:02:00,96.940,96.945,96.940,96.940,15
2017/5/22,15:03:00,96.945,96.945,96.935,96.940,10
2017/5/22,15:04:00,96.940,96.940,96.930,96.930,12
2017/5/22,15:05:00,96.935,96.940,96.920,96.920,27
2017/5/22,15:06:00,96.925,96.930,96.925,96.925,7
2017/5/22,15:07:00,96.930,96.930,96.895,96.895,101
2017/5/22,15:08:00,96.895,96.895,96.880,96.895,108
2017/5/22,15:09:00,96.895,96.900,96.890,96.895,35
2017/5/22,15:10:00,96.895,96.935,96.895,96.925,139
2017/5/22,15:11:00,96.930,96.935,96.915,96.915,93
2017/5/22,15:12:00,96.915,96.925,96.915,96.920,39
2017/5/22,15:13:00,96.920,96.920,96.910,96.920,26
2017/5/22,15:14:00,96.920,96.930,96.920,96.920,37
2017/5/22,15:15:00,96.920,96.925,96.895,96.895,60
2017/5/23,09:16:00,96.895,96.920,96.865,96.915,143
2017/5/23,09:17:00,96.910,96.915,96.880,96.880,73
2017/5/23,09:18:00,96.885,96.910,96.880,96.910,93
2017/5/23,09:19:00,96.905,96.915,96.895,96.915,27
2017/5/23,09:20:00,96.920,96.935,96.910,96.935,46
2017/5/23,09:21:00,96.935,96.960,96.935,96.945,102
2017/5/23,09:22:00,96.945,96.965,96.945,96.965,79
2017/5/23,09:23:00,96.965,96.970,96.955,96.970,67
2017/5/23,09:24:00,96.970,96.980,96.970,96.970,52
2017/5/23,09:25:00,96.970,96.980,96.960,96.960,58
2017/5/23,09:26:00,96.965,96.975,96.955,96.975,85
2017/5/23,09:27:00,96.965,96.975,96.950,96.950,79
2017/5/23,09:28:00,96.950,96.955,96.945,96.955,46
2017/5/23,09:29:00,96.960,96.960,96.940,96.950,62
2017/5/23,09:30:00,96.940,96.960,96.940,96.960,49
2017/5/23,09:31:00,96.960,96.965,96.960,96.960,30
2017/5/23,09:32:00,96.965,96.980,96.955,96.970,48
2017/5/23,09:33:00,96.970,96.970,96.955,96.960,43
2017/5/23,09:34:00,96.960,96.965,96.955,96.960,56
2017/5/23,09:35:00,96.965,96.985,96.965,96.985,45
2017/5/23,09:36:00,96.980,96.985,96.975,96.980,36
2017/5/23,09:37:00,96.985,96.985,96.970,96.975,62
2017/5/23,09:38:00,96.970,96.980,96.970,96.970,62
2017/5/23,09:39:00,96.965,96.970,96.955,96.970,84
2017/5/23,09:40:00,96.965,96.965,96.955,96.955,28
2017/5/23,09:41:00,96.955,96.955,96.950,96.955,36
2017/5/23,09:42:00,96.955,96.955,96.950,96.950,12
2017/5/23,09:43:00,96.945,96.955,96.945,96.950,40
2017/5/23,09:44:00,96.950,96.955,96.950,96.955,21
2017/5/23,09:45:00,96.960,96.960,96.960,96.960,21
2017/5/23,09:46:00,96.960,96.985,96.960,96.985,68
2017/5/23,09:47:00,96.980,96.980,96.955,96.960,53
2017/5/23,09:48:00,96.960,96.970,96.960,96.970,36
2017/5/23,09:49:00,96.970,96.980,96.970,96.975,45
2017/5/23,09:50:00,96.975,96.975,96.960,96.960,17
2017/5/23,09:51:00,96.970,96.975,96.970,96.975,11
2017/5/23,09:52:00,96.975,96.975,96.975,96.975,10
2017/5/23,09:53:00,96.980,96.980,96.975,96.975,50
2017/5/23,09:54:00,96.975,96.985,96.975,96.985,49
2017/5/23,09:55:00,96.985,96.990,96.980,96.985,32
2017/5/23,09:56:00,96.990,97.000,96.990,97.000,82
2017/5/23,09:57:00,96.995,97.000,96.985,96.985,49
2017/5/23,09:58:00,96.990,96.995,96.985,96.995,21
2017/5/23,09:59:00,96.990,96.990,96.980,96.980,34
2017/5/23,10:00:00,96.980,96.990,96.980,96.990,16
2017/5/23,10:01:00,96.990,96.990,96.980,96.980,22
2017/5/23,10:02:00,96.980,96.990,96.980,96.990,18
2017/5/23,10:03:00,96.995,97.010,96.990,97.010,76
2017/5/23,10:04:00,97.010,97.010,96.995,97.005,94
2017/5/23,10:05:00,97.000,97.000,96.985,96.990,90
2017/5/23,10:06:00,96.995,97.000,96.990,96.990,66
2017/5/23,10:07:00,96.985,97.010,96.985,97.010,65
2017/5/23,10:08:00,97.010,97.025,97.010,97.020,62
2017/5/23,10:09:00,97.020,97.025,97.015,97.025,57
2017/5/23,10:10:00,97.025,97.040,97.025,97.040,107
2017/5/23,10:11:00,97.040,97.060,97.040,97.050,279
2017/5/23,10:12:00,97.055,97.060,97.045,97.055,88
2017/5/23,10:13:00,97.060,97.065,97.050,97.055,109
2017/5/23,10:14:00,97.060,97.075,97.060,97.075,43
2017/5/23,10:15:00,97.070,97.080,97.065,97.075,110
2017/5/23,10:16:00,97.070,97.090,97.070,97.085,130
2017/5/23,10:17:00,97.080,97.085,97.065,97.070,38
2017/5/23,10:18:00,97.070,97.075,97.070,97.070,43
2017/5/23,10:19:00,97.075,97.080,97.060,97.075,84
2017/5/23,10:20:00,97.075,97.085,97.075,97.080,33
2017/5/23,10:21:00,97.085,97.120,97.085,97.120,242
2017/5/23,10:22:00,97.115,97.140,97.115,97.140,234
2017/5/23,10:23:00,97.140,97.160,97.135,97.150,127
2017/5/23,10:24:00,97.150,97.155,97.145,97.150,66
2017/5/23,10:25:00,97.145,97.150,97.135,97.140,121
2017/5/23,10:26:00,97.140,97.145,97.135,97.140,68
2017/5/23,10:27:00,97.140,97.145,97.125,97.130,94
2017/5/23,10:28:00,97.125,97.130,97.115,97.115,95
2017/5/23,10:29:00,97.115,97.120,97.115,97.115,50
2017/5/23,10:30:00,97.120,97.130,97.115,97.120,79
2017/5/23,10:31:00,97.120,97.125,97.095,97.095,110
2017/5/23,10:32:00,97.095,97.095,97.090,97.095,46
2017/5/23,10:33:00,97.095,97.095,97.075,97.075,47
2017/5/23,10:34:00,97.075,97.085,97.075,97.080,66
2017/5/23,10:35:00,97.080,97.095,97.080,97.095,27
2017/5/23,10:36:00,97.090,97.095,97.075,97.080,81
2017/5/23,10:37:00,97.080,97.085,97.065,97.065,51
2017/5/23,10:38:00,97.070,97.070,97.065,97.070,59
2017/5/23,10:39:00,97.070,97.075,97.065,97.065,44
2017/5/23,10:40:00,97.065,97.075,97.060,97.075,67
2017/5/23,10:41:00,97.070,97.070,97.065,97.070,5
2017/5/23,10:42:00,97.065,97.070,97.065,97.070,9
2017/5/23,10:43:00,97.070,97.070,97.070,97.070,3
2017/5/23,10:44:00,97.070,97.070,97.065,97.065,17
2017/5/23,10:45:00,97.070,97.075,97.070,97.075,3
2017/5/23,10:46:00,97.070,97.080,97.070,97.080,9
2017/5/23,10:47:00,97.080,97.080,97.075,97.080,42
2017/5/23,10:48:00,97.080,97.090,97.080,97.085,27
2017/5/23,10:49:00,97.080,97.080,97.065,97.070,46
2017/5/23,10:50:00,97.075,97.075,97.045,97.045,108
2017/5/23,10:51:00,97.045,97.055,97.040,97.055,71
2017/5/23,10:52:00,97.055,97.065,97.055,97.055,34
2017/5/23,10:53:00,97.055,97.055,97.035,97.040,37
2017/5/23,10:54:00,97.045,97.045,97.035,97.035,11
2017/5/23,10:55:00,97.040,97.040,97.020,97.030,79
2017/5/23,10:56:00,97.030,97.040,97.020,97.035,47
2017/5/23,10:57:00,97.035,97.040,97.030,97.040,34
2017/5/23,10:58:00,97.035,97.035,97.025,97.035,58
2017/5/23,10:59:00,97.040,97.050,97.040,97.045,35
2017/5/23,11:00:00,97.045,97.045,97.040,97.040,19
2017/5/23,11:01:00,97.040,97.055,97.040,97.055,42
2017/5/23,11:02:00,97.055,97.055,97.050,97.055,45
2017/5/23,11:03:00,97.050,97.055,97.050,97.055,16
2017/5/23,11:04:00,97.050,97.050,97.045,97.050,15
2017/5/23,11:05:00,97.050,97.055,97.050,97.055,12
2017/5/23,11:06:00,97.055,97.060,97.050,97.060,41
2017/5/23,11:07:00,97.060,97.080,97.055,97.080,71
2017/5/23,11:08:00,97.085,97.085,97.080,97.085,31
2017/5/23,11:09:00,97.085,97.085,97.075,97.075,23
2017/5/23,11:10:00,97.075,97.075,97.065,97.070,30
2017/5/23,11:11:00,97.070,97.080,97.070,97.080,19
2017/5/23,11:12:00,97.080,97.085,97.075,97.075,15
2017/5/23,11:13:00,97.075,97.085,97.075,97.075,24
2017/5/23,11:14:00,97.075,97.075,97.070,97.070,23
2017/5/23,11:15:00,97.070,97.075,97.065,97.075,34
2017/5/23,11:16:00,97.075,97.085,97.075,97.075,24
2017/5/23,11:17:00,97.080,97.080,97.080,97.080,47
2017/5/23,11:18:00,97.080,97.085,97.075,97.075,13
2017/5/23,11:19:00,97.080,97.085,97.080,97.080,54
2017/5/23,11:20:00,97.080,97.080,97.070,97.070,39
2017/5/23,11:21:00,97.070,97.075,97.070,97.070,49
2017/5/23,11:22:00,97.065,97.080,97.060,97.075,59
2017/5/23,11:23:00,97.080,97.080,97.070,97.075,62
2017/5/23,11:24:00,97.070,97.080,97.070,97.080,27
2017/5/23,11:25:00,97.080,97.100,97.080,97.080,127
2017/5/23,11:26:00,97.075,97.075,97.060,97.070,43
2017/5/23,11:27:00,97.070,97.070,97.050,97.055,41
2017/5/23,11:28:00,97.050,97.065,97.050,97.060,35
2017/5/23,11:29:00,97.055,97.055,97.040,97.045,27
2017/5/23,11:30:00,97.050,97.050,97.045,97.045,39
2017/5/23,13:01:00,97.045,97.045,97.005,97.020,69
2017/5/23,13:02:00,97.015,97.020,97.010,97.015,21
2017/5/23,13:03:00,97.010,97.025,97.010,97.025,44
2017/5/23,13:04:00,97.020,97.020,97.010,97.015,54
2017/5/23,13:05:00,97.015,97.020,97.005,97.010,27
2017/5/23,13:06:00,97.010,97.010,96.980,96.980,132
2017/5/23,13:07:00,96.980,96.995,96.980,96.995,49
2017/5/23,13:08:00,96.995,97.010,96.995,97.005,32
2017/5/23,13:09:00,97.005,97.005,97.000,97.005,17
2017/5/23,13:10:00,97.010,97.010,97.000,97.005,33
2017/5/23,13:11:00,97.010,97.015,97.005,97.015,18
2017/5/23,13:12:00,97.015,97.020,97.010,97.020,32
2017/5/23,13:13:00,97.020,97.020,97.010,97.015,12
2017/5/23,13:14:00,97.020,97.020,97.020,97.020,13
2017/5/23,13:15:00,97.020,97.020,97.010,97.010,16
2017/5/23,13:16:00,97.005,97.010,97.000,97.010,62
2017/5/23,13:17:00,97.005,97.005,96.980,96.980,149
2017/5/23,13:18:00,96.975,96.975,96.950,96.955,230
2017/5/23,13:19:00,96.950,96.960,96.950,96.955,93
2017/5/23,13:20:00,96.955,96.955,96.950,96.955,37
2017/5/23,13:21:00,96.955,96.965,96.955,96.960,14
2017/5/23,13:22:00,96.960,96.960,96.945,96.950,16
2017/5/23,13:23:00,96.950,96.970,96.950,96.970,13
2017/5/23,13:24:00,96.965,96.970,96.965,96.965,18
2017/5/23,13:25:00,96.960,96.965,96.960,96.965,9
2017/5/23,13:26:00,96.970,96.970,96.965,96.965,24
2017/5/23,13:27:00,96.965,96.975,96.965,96.970,17
2017/5/23,13:28:00,96.965,96.985,96.965,96.985,40
2017/5/23,13:29:00,96.980,96.995,96.975,96.995,42
2017/5/23,13:30:00,96.995,97.005,96.990,96.990,76
2017/5/23,13:31:00,96.990,96.990,96.980,96.985,23
2017/5/23,13:32:00,96.985,96.990,96.985,96.990,23
2017/5/23,13:33:00,96.990,97.000,96.990,97.000,25
2017/5/23,13:34:00,97.005,97.005,97.000,97.000,41
2017/5/23,13:35:00,96.995,96.995,96.995,96.995,11
2017/5/23,13:36:00,96.990,96.990,96.990,96.990,13
2017/5/23,13:37:00,96.990,96.990,96.980,96.985,7
2017/5/23,13:38:00,96.980,96.980,96.970,96.980,17
2017/5/23,13:39:00,96.975,96.980,96.975,96.980,82
2017/5/23,13:40:00,96.980,96.980,96.980,96.980,2
2017/5/23,13:41:00,96.990,97.010,96.985,97.010,59
2017/5/23,13:42:00,97.010,97.010,96.985,96.995,34
2017/5/23,13:43:00,96.995,97.000,96.995,97.000,15
2017/5/23,13:44:00,97.000,97.020,97.000,97.000,48
2017/5/23,13:45:00,97.005,97.010,97.000,97.005,47
2017/5/23,13:46:00,97.010,97.020,97.010,97.015,20
2017/5/23,13:47:00,97.015,97.030,97.015,97.020,69
2017/5/23,13:48:00,97.030,97.045,97.025,97.040,85
2017/5/23,13:49:00,97.040,97.045,97.040,97.040,17
2017/5/23,13:50:00,97.035,97.035,97.030,97.030,11
2017/5/23,13:51:00,97.030,97.030,97.015,97.015,38
2017/5/23,13:52:00,97.010,97.015,97.010,97.015,61
2017/5/23,13:53:00,97.010,97.015,97.005,97.005,15
